TimestampRx	TimestampTx	AccX	AccY	AccZ	MagnX	MagnY	MagnZ	GyroX	GyroY	GyroZ	qW	qX	qY	qZ	HDR_AccX	HDR_AccY	HDR_AccZ
31	56779	-27	211	-986	346	-408	-233	-1.9375	2.375	-0.125	0.04019253	0.9038754	-0.4258614	-0.006003777	0	0	0
15	56799	13	-4	-987	339	-405	-239	-0.9375	2.0625	1.3125	0.03763902	0.9039214	-0.4260098	-0.005007736	0	0	0
15	56818	-11	-12	-989	345	-404	-236	4.375	3.5	-1.5	0.03437553	0.9043607	-0.4253643	-0.00391591	0	0	0
15	56838	5	-2	-969	339	-405	-236	2.1875	2.375	-16.1875	0.0315932	0.9055858	-0.4229659	-0.004010952	0	0	0
31	56858	-14	316	-961	345	-400	-236	-0.0625	2.5	-57.8125	0.03456157	0.9084543	-0.4164809	-0.007740532	0	0	0
15	56878	40	241	-1036	355	-394	-239	-1.4375	3.5	-35.8125	0.04144002	0.9102238	-0.4118844	-0.01125475	0	0	0
31	56898	41	150	-1012	355	-396	-242	-1.625	1.875	-13.1875	0.04569589	0.9106705	-0.4104078	-0.01251971	0	0	0
15	56918	7	150	-945	361	-387	-245	-1.625	0.6875	-2.125	0.04809368	0.9104975	-0.4105073	-0.01285172	0	0	0
15	56938	-12	139	-922	362	-387	-250	-1.875	1.0625	-6.1875	0.04817928	0.9108344	-0.4097314	-0.0133972	0	0	0
15	56958	-9	108	-957	371	-388	-245	-5.375	1.3125	-2	0.04944896	0.9110334	-0.4090803	-0.01504526	0	0	0
15	56978	-68	39	-988	373	-390	-251	-1.9375	-0.375	4.3125	0.04912682	0.9111157	-0.4088597	-0.01698693	0	0	0
31	56998	-39	27	-1078	376	-391	-252	-0.4375	0.4375	-1.0625	0.04826187	0.9115806	-0.4078517	-0.01867341	0	0	0
15	57018	14	17	-1007	379	-385	-260	-1.5625	0.375	9.1875	0.04886819	0.911481	-0.4080074	-0.01855551	0	0	0
46	57037	12	115	-1085	388	-385	-262	-2.9375	0.375	8.5625	0.04977997	0.9112071	-0.4085611	-0.01736278	0	0	0
15	57057	123	245	-803	389	-390	-265	1.8125	1.9375	10.125	0.05158428	0.9104442	-0.4100338	-0.01739657	0	0	0
15	57077	59	168	-1108	391	-390	-273	0.75	3.875	17.1875	0.05446041	0.9092352	-0.4123431	-0.01727824	0	0	0
15	57097	-17	-13	-955	396	-392	-273	-5.3125	3.25	11.9375	0.05485861	0.9086799	-0.4135503	-0.01635166	0	0	0
15	57117	-15	-73	-1335	398	-392	-277	-3.3125	1.9375	16	0.0542012	0.9084529	-0.4141863	-0.01501198	0	0	0
15	57137	-8	102	-889	402	-393	-280	0.875	0.9375	21.875	0.05317463	0.9077336	-0.4159546	-0.01318862	0	0	0
15	57157	60	172	-900	399	-394	-274	-0.4375	3.75	23.1875	0.05344655	0.9063984	-0.4188493	-0.01227515	0	0	0
31	57177	19	-101	-726	397	-398	-279	-1.4375	0.9375	28.8125	0.05275639	0.9053719	-0.4211912	-0.01079452	0	0	0
15	57197	2	172	-1283	394	-397	-278	-3.3125	4.6875	15.8125	0.05198808	0.9046878	-0.4227871	-0.00939657	0	0	0
15	57217	90	68	-1204	399	-401	-270	-2.5625	4.25	23.4375	0.05223709	0.903147	-0.4260595	-0.008374565	0	0	0
15	57237	106	103	-305	395	-409	-271	-3.5	2.5625	25.9375	0.05162997	0.9017552	-0.4291014	-0.006627422	0	0	0
15	57256	36	111	-1114	392	-413	-266	-3.8125	2.125	25.5	0.05121391	0.9003178	-0.4321815	-0.004914202	0	0	0
31	57276	101	142	-757	379	-417	-266	1.4375	1.25	23.625	0.04889502	0.8988007	-0.4356159	-0.0023164	0	0	0
15	57296	-32	8	-870	369	-424	-262	-2.0625	1.3125	22.375	0.04582497	0.8980536	-0.4374851	-0.002553214	0	0	0
15	57316	23	-60	-406	359	-439	-260	0.0625	4.4375	19.125	0.04454703	0.8967385	-0.4403085	-0.002004039	0	0	0
31	57336	-26	-125	-1223	346	-440	-266	-7.8125	-1.1875	26.9375	0.04132194	0.8954648	-0.4432099	-0.0005166967	0	0	0
15	57356	0	-61	-1048	337	-450	-270	-1.8125	4.1875	25	0.03618193	0.8939676	-0.4466675	0.001008828	0	0	0
15	57376	-9	-158	-1042	325	-459	-270	-1.25	3.3125	18.25	0.02962325	0.8934827	-0.4481128	0.002464234	0	0	0
15	57396	-44	-216	-960	318	-474	-271	-1.4375	3.625	20.6875	0.02377356	0.8921521	-0.451098	0.003168521	0	0	0
31	57420	-10	-198	-920	300	-486	-282	-0.375	1.875	17.3125	0.01817735	0.8908973	-0.4538151	0.004818727	0	0	0
15	57440	16	-135	-895	282	-494	-298	-4.75	3.875	16.0625	0.01385032	0.8884287	-0.4587615	0.006376136	0	0	0
