TimestampRx	TimestampTx	AccX	AccY	AccZ	MagnX	MagnY	MagnZ	GyroX	GyroY	GyroZ	qW	qX	qY	qZ	HDR_AccX	HDR_AccY	HDR_AccZ
15	54536	76	191	-983	247	-435	-490	-1.1875	1.5	-21.3125	0.02891716	0.8914788	-0.4511085	-0.03050221	0	0	0
15	54556	38	160	-945	231	-439	-498	0.1875	1.0625	-18.5625	0.03288595	0.8884271	-0.4568097	-0.03067303	0	0	0
31	54576	62	180	-1037	188	-437	-515	-3.75	2.125	-11.6875	0.03729976	0.8838716	-0.465244	-0.03045697	0	0	0
15	54596	67	117	-958	159	-432	-527	0.6875	4.8125	-12.125	0.04004333	0.8780528	-0.4760899	-0.02753648	0	0	0
15	54620	144	123	-947	127	-432	-532	1.0625	1.4375	-9.25	0.04413473	0.8696712	-0.4911283	-0.02274105	0	0	0
15	54640	215	53	-1033	94	-424	-539	1	0.875	-2.125	0.0481089	0.8595726	-0.5084524	-0.01722552	0	0	0
31	54660	146	68	-996	83	-422	-542	-3.375	0.3125	1.25	0.05190958	0.8490439	-0.5256105	-0.01278332	0	0	0
15	54679	172	34	-970	60	-418	-543	-2.375	3.3125	1.0625	0.05542345	0.8381945	-0.5424657	-0.009430636	0	0	0
15	54699	152	22	-1042	55	-419	-546	-2.4375	3.6875	3.375	0.05704555	0.8288252	-0.5565693	-0.005019259	0	0	0
15	54719	193	-16	-1086	48	-417	-553	-4.75	0.4375	18.125	0.05889553	0.816471	-0.574374	-0.000895967	0	0	0
31	54739	224	-76	-991	44	-415	-560	-5.875	3.125	21.875	0.06112363	0.8028902	-0.5929669	0.00463055	0	0	0
15	54759	231	0	-1007	46	-419	-556	-2.9375	1.3125	23	0.06267581	0.7888678	-0.6112504	0.01150019	0	0	0
15	54779	199	-63	-1043	63	-414	-565	-3.625	0.375	29.3125	0.06141464	0.776393	-0.6269597	0.01907136	0	0	0
31	54799	152	-152	-984	74	-410	-565	1.75	2	24.5625	0.05796526	0.7672606	-0.6381882	0.02582504	0	0	0
15	54819	138	-122	-986	101	-413	-571	-1.625	2.8125	22.25	0.05402469	0.7608169	-0.6459413	0.03160538	0	0	0
15	54839	122	-109	-986	124	-413	-566	-0.625	4.75	16.5625	0.04833632	0.7601882	-0.6469331	0.03542594	0	0	0
15	54859	152	-32	-953	162	-416	-556	-3.8125	2.5625	23.4375	0.04478707	0.7608357	-0.6463125	0.03745919	0	0	0
31	54878	10	-168	-959	179	-420	-546	-3.0625	2.6875	30.25	0.03901426	0.7640918	-0.642745	0.03899241	0	0	0
15	54898	84	-122	-987	229	-418	-517	-3.1875	0.625	30.8125	0.03356055	0.7689294	-0.6372069	0.03985699	0	0	0
15	54918	51	-180	-950	254	-423	-504	-2.125	0.4375	24.1875	0.02555358	0.7773288	-0.6272699	0.04048815	0	0	0
15	54938	-54	-186	-986	298	-422	-475	-1.4375	2.5625	23.8125	0.01713071	0.7874167	-0.6148868	0.03994558	0	0	0
31	54958	53	-156	-966	320	-431	-436	-0.6875	2.8125	18.125	0.009714712	0.7969724	-0.6026772	0.03899829	0	0	0
15	54978	-59	-130	-980	330	-436	-415	0.25	1.9375	19.9375	0.004507869	0.804853	-0.5922006	0.03859795	0	0	0
15	54998	-25	-121	-1013	344	-437	-378	-2.6875	3.375	25.4375	-7.975772E-05	0.8121089	-0.5824142	0.0356758	0	0	0
46	55018	-67	-117	-964	345	-440	-361	-2.0625	1.5	23.75	-0.003949562	0.8186746	-0.5732999	0.03291538	0	0	0
0	55038	43	-111	-936	345	-446	-328	-2.0625	2.0625	21	-0.006830352	0.8243889	-0.5651405	0.0308634	0	0	0
15	55058	-1	-139	-990	358	-447	-309	-1.25	1.9375	12.4375	-0.01080276	0.8308416	-0.555724	0.02750129	0	0	0
31	55078	-68	-117	-979	342	-449	-281	-0.1875	0.4375	9.375	-0.01485599	0.8368539	-0.546715	0.02361483	0	0	0
15	55097	-81	-64	-938	343	-450	-269	-0.125	1.5625	1.5625	-0.01928028	0.8429529	-0.5373316	0.01825619	0	0	0
15	55117	-202	-75	-1002	344	-456	-253	-2.75	2.25	2.75	-0.02190364	0.8484852	-0.5285639	0.01460419	0	0	0
46	55137	-69	-17	-1022	341	-451	-247	-1.375	1.5625	-1.4375	-0.02462567	0.8534455	-0.5204684	0.01170111	0	0	0
15	55157	-119	-18	-1014	348	-454	-238	-2.1875	2	4.9375	-0.02565186	0.8574282	-0.513906	0.007715888	0	0	0
15	55177	-118	0	-972	339	-455	-233	-0.5	1.375	6.3125	-0.02667848	0.8607802	-0.508267	0.00320205	0	0	0
0	55197	-118	26	-975	342	-453	-233	-2.25	1.4375	-1.1875	-0.026531	0.8641308	-0.5025654	-0.001487518	0	0	0
